Image File,State,Plate Number,Reg_Month,Reg_Month_Status,Reg_Year,Reg_Year_Status,Top Banner/Slogan Text,Commemorative Text,Left/Corner Emblem Text,Plate Background Description,Desc_Length,Plate Style,Screw_Count,Image Orientation,Width_px,Height_px
fl823.png,FLORIDA,Y6BYG,10,Known,2010,Known,MYFLORIDA.COM,,Blue wheelchair/disability access symbol (right side),White background with green outline of Florida state shape; orange tree with two oranges and white blossom emblem at center; green 'SUNSHINE STATE' banner at bottom; disabled persons access symbol at right,205,Disabled persons (handicap) specialty plate,,Landscape,320,162
hi505.png,HAWAII,KTU979,4,Known,,Not visible,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'APR' registration sticker top-right,122,Standard passenger vehicle plate,,Landscape,320,160
hi588.png,HAWAII,HBD331,8,Known,,Not visible,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'AUG' registration sticker top-right,122,Standard passenger vehicle plate,4,Landscape,320,164
hi597.png,HAWAII,AA974,8,Known,,Not visible,HAWAII,Hawaii Firefighters specialty plate,"Hawaii Firefighters emblem (red Maltese cross with 'HAWAII FIREFIGHTERS' text, left side)",White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'AUG' registration sticker top-right,122,Hawaii Firefighters specialty plate,,Landscape,320,164
hi609.png,HAWAII,568201,,Not visible,1976,Known,HAWAII,,Red hibiscus flower graphic (top-left corner),White background with faint blue silhouette watermark of King Kamehameha statue; blue serial text; black 'ALOHA STATE' text at bottom; red '76' year box top-right (older vintage-style design),191,Standard passenger vehicle plate (older vintage-style design),,Landscape,320,158
hi685.png,HAWAII,BE840,2,Known,,Not visible,HAWAII,,,Small/cropped white background with faint pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'FEB' registration sticker top-right,142,Standard passenger vehicle plate,,Landscape,168,80
hi817.png,HAWAII,PSX960,12,Known,2007,Known,HAWAII,,,White background with pastel rainbow arc graphic and faint '07' circular watermarks; black 'ALOHA STATE' text at bottom; 'DEC 07' registration sticker top-right,160,Standard passenger vehicle plate,2,Landscape,320,141
hi841.png,HAWAII,KZF827,4,Known,2009,Known,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'APR 2009' registration sticker top-right,127,Standard passenger vehicle plate,,Landscape,320,159
hi1005.png,HAWAII,WTFDMV,,Not visible,,Not visible,HAWAII,,,Small/cropped white background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; personalized serial text; no visible registration sticker,157,Personalized passenger vehicle plate,,Landscape,201,102
hi1106.png,HAWAII,KTE268,1,Known,2010,Known,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; green 'JAN 2010' registration sticker top-right,133,Standard passenger vehicle plate,,Landscape,320,162
hi1134.png,HAWAII,MZA275,2,Known,1997,Known,HAWAII,"YANKEE GO HOME (novelty/altered slogan, replaces official 'ALOHA STATE' tagline)",,White background with pastel rainbow arc graphic; black 'YANKEE GO HOME' novelty text at bottom (replacing standard 'ALOHA STATE' banner); 'FEB 1997' registration sticker top-right,180,Novelty/altered-slogan passenger plate (non-standard replacement of official banner text),,Landscape,280,137
hi1214.png,HAWAII,MSH861,,Not visible,,Not visible,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; blank white registration sticker box top-right (no sticker visible),153,Standard passenger vehicle plate,4,Landscape,320,149
hi1559.png,HAWAII,JUSTMAUID,,Not visible,,Not visible,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; personalized 'JUST MAUI'D' serial text; no visible registration sticker,157,Personalized passenger vehicle plate,,Landscape,320,160
ia215.png,IOWA,339HAT,2,Known,2002,Known,IOWA,,,White background with blue city skyline silhouette graphic on right; blue serial text; black 'POLK' county banner at bottom; two stacked registration stickers top-left reading 'IOWA 2002 FEB' and 'IOWA 2001 FEB',211,Standard passenger vehicle plate,4,Landscape,320,162
ia289.png,IOWA,8584HH,9,Known,,Not visible,IOWA,,,"Small/cropped white background with faint blue city skyline silhouette graphic; blue serial text; black county banner at bottom (partially cropped, reads 'OTTAWATTAM...'); 'SEP' registration sticker top-left",207,Standard passenger vehicle plate,,Landscape,168,70
hi103.png,HAWAII,GZG347,5,Known,2011,Known,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; blue 'MAY 2011' registration sticker top-right,132,Standard passenger vehicle plate,,Landscape,320,164
hi130.png,HAWAII,HGX212,3,Known,,Not visible,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; yellow 'MAR' registration sticker top-right,129,Standard passenger vehicle plate,,Landscape,320,153
hi157.png,HAWAII,HXM691,1,Known,,Not visible,HAWAII,,,Small/cropped white background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'JAN' registration sticker top-right,136,Standard passenger vehicle plate,,Landscape,171,85
hi302.png,HAWAII,KVU441,12,Known,2007,Known,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'DEC 2007' registration sticker top-right,127,Standard passenger vehicle plate,4,Landscape,320,155
hi481.png,HAWAII,KVA442,10,Known,,Not visible,HAWAII,,,Small/cropped white background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'OCT' registration sticker top-right,136,Standard passenger vehicle plate,,Landscape,228,116
hi503.png,HAWAII,KAB277,6,Known,2011,Known,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; 'JUN 2011' registration sticker top-right,127,Standard passenger vehicle plate,,Landscape,320,159
id260.png,IDAHO,1A2E468,3,Known,2012,Known,Scenic IDAHO,,,Red gradient top fading to white/pale-blue background with snow-capped mountain range silhouette and pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,160,Standard passenger vehicle plate,2,Landscape,320,160
id400.png,IDAHO,B33333,9,Known,2000,Known,Scenic IDAHO,,,Red gradient top fading to white/pale-blue background with mountain range silhouette and pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; low-digit single-letter-prefix serial,187,Standard passenger vehicle plate (low-digit series),1,Landscape,320,159
id415.png,IDAHO,HYDRO1,12,Known,,Partially legible,Scenic IDAHO,,,Red gradient top fading to gray/white mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; personalized serial,160,Personalized passenger vehicle plate,2,Landscape,320,158
id513.png,IDAHO,1T10294,12,Known,2004,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,139,Standard passenger vehicle plate,4,Landscape,320,160
id539.png,IDAHO,OLDGRL,4,Known,,Partially legible,Scenic IDAHO,,,Red gradient top fading to blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; personalized serial,154,Personalized passenger vehicle plate,1,Landscape,320,176
id665.png,IDAHO,1AD849T,12,Known,2008,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; sticker repeats plate serial,169,Standard passenger vehicle plate,4,Landscape,320,156
id688.png,IDAHO,1B71227,11,Known,1995,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,139,Standard passenger vehicle plate,4,Landscape,320,157
id770.png,IDAHO,1AVB713,3,Known,,Partially legible,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,139,Standard passenger vehicle plate,2,Landscape,320,153
id825.png,IDAHO,MNW235,12,Known,2008,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOE' (singular) banner at bottom; narrow motorcycle-format plate; sticker repeats plate serial with 'DEC' month text,233,Motorcycle plate,4,Landscape,320,192
id860.png,IDAHO,1ADL132,5,Known,2004,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,139,Standard passenger vehicle plate,4,Landscape,320,160
id913.png,IDAHO,UPDCRIK,,Not visible,,Not visible,Scenic IDAHO,,,"Cropped red gradient top fading to white/blue mountain range silhouette background with pine tree treeline (image tightly cropped, bottom banner and registration sticker partially cut off); personalized serial",209,Personalized passenger vehicle plate,0,Landscape,320,176
id991.png,IDAHO,108565,10,Known,1997,Known,Scenic IDAHO,,Small mountain-range graphic icon preceding serial (in place of county letter prefix),Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,139,Standard passenger vehicle plate,3,Landscape,320,160
id997.png,IDAHO,9B352T,3,Known,,Not visible,Scenic IDAHO,,,Small/cropped red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,153,Standard passenger vehicle plate,,Landscape,201,102
ia1458.png,IOWA,5812HJ,,Not visible,1998,Known,IOWA,,,White background with faint blue building/skyline watermark graphic; blue serial text; black 'SCOTT' county banner at bottom; yellow 'IOWA MAY 98' registration sticker top-left (older vintage-style design),205,Standard passenger vehicle plate (older vintage-style design),4,Landscape,320,162
id42.png,IDAHO,1AA4679,9,Known,2000,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom,139,Standard passenger vehicle plate,2,Landscape,320,159
id137.png,IDAHO,COUGAR,10,Known,2004,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; personalized serial,160,Personalized passenger vehicle plate,4,Landscape,320,158
id140.png,IDAHO,DELIGRL,5,Known,2005,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; personalized serial,160,Personalized passenger vehicle plate,4,Landscape,320,161
id238.png,IDAHO,2B699,12,Known,2011,Known,Scenic IDAHO,,,Red gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; sticker repeats plate serial,169,Standard passenger vehicle plate,4,Landscape,320,156
id254.png,IDAHO,BLOGGER,5,Known,,Not visible,Scenic IDAHO,,,Red/purple gradient top fading to white/blue mountain range silhouette background with pine tree treeline; blue 'FAMOUS POTATOES' banner at bottom; personalized serial repeated on registration sticker,200,Personalized passenger vehicle plate,1,Landscape,320,155
